date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2020-01-01,3,-2,0.0,7.0,1,37,12:30 PM,No moonset,08:25 AM,05:45 PM,-5,-5,0,-5,27,25,70,0.0,1008,3,10,268,18,ABE
2020-01-02,7,-2,0.0,8.7,1,44,12:55 PM,12:08 AM,08:25 AM,05:46 PM,-3,-2,2,-2,19,23,74,0.0,1013,7,10,238,12,ABE
2020-01-03,8,-1,0.0,3.5,2,51,01:19 PM,01:06 AM,08:26 AM,05:47 PM,5,4,6,4,12,92,95,9.5,1009,8,7,223,7,ABE
2020-01-04,11,1,0.0,3.5,2,59,01:44 PM,02:04 AM,08:26 AM,05:48 PM,8,7,8,7,12,87,94,8.7,1004,11,7,222,8,ABE
2020-01-05,4,-1,0.0,8.7,2,66,02:11 PM,03:04 AM,08:26 AM,05:49 PM,-4,-3,2,-3,26,33,68,0.0,1010,4,10,295,18,ABE
2020-01-06,4,-1,0.0,8.7,1,73,02:41 PM,04:05 AM,08:26 AM,05:50 PM,-4,-3,1,-3,24,38,71,0.0,1014,4,10,253,15,ABE
2020-01-07,4,-2,0.0,3.5,1,80,03:17 PM,05:09 AM,08:25 AM,05:51 PM,-5,-2,0,-2,13,71,68,0.0,1018,4,10,235,8,ABE
2020-01-01,13,5,0.0,10.0,3,37,01:03 PM,No moonset,08:40 AM,06:44 PM,1,6,8,6,33,21,60,0.0,1013,13,10,183,20,ABI
2020-01-02,16,10,0.0,10.1,3,44,01:32 PM,12:53 AM,08:40 AM,06:45 PM,3,10,12,10,49,37,53,0.0,1000,16,10,240,33,ABI
2020-01-03,10,7,0.0,8.3,2,51,02:00 PM,01:47 AM,08:40 AM,06:46 PM,-1,5,8,5,34,57,52,0.0,1015,10,10,324,25,ABI
2020-01-04,17,7,0.0,10.1,4,59,02:29 PM,02:40 AM,08:41 AM,06:46 PM,-3,9,10,9,25,0,40,0.0,1026,17,10,246,14,ABI
2020-01-05,14,8,0.0,10.1,4,66,03:01 PM,03:36 AM,08:41 AM,06:47 PM,-1,9,11,9,35,0,44,0.0,1024,14,10,211,20,ABI
2020-01-06,14,5,0.0,10.1,3,73,03:36 PM,04:33 AM,08:41 AM,06:48 PM,1,8,9,8,13,5,59,0.0,1022,14,10,40,8,ABI
2020-01-07,15,4,0.0,10.1,3,80,04:16 PM,05:33 AM,08:41 AM,06:49 PM,-5,8,9,8,16,0,41,0.0,1029,15,10,230,10,ABI
2020-01-01,4,-2,0.0,9.9,2,37,12:33 PM,No moonset,08:14 AM,06:05 PM,-8,-3,0,-3,12,20,55,0.0,1014,4,10,339,7,ABQ
2020-01-02,3,-2,0.0,9.9,1,44,01:00 PM,12:20 AM,08:15 AM,06:06 PM,-8,-5,0,-5,30,33,59,0.0,1008,3,10,323,20,ABQ
2020-01-03,4,-3,0.0,9.9,2,51,01:28 PM,01:15 AM,08:15 AM,06:07 PM,-11,-6,-1,-6,26,4,49,0.0,1024,4,10,328,16,ABQ
2020-01-04,7,-2,0.0,9.9,2,59,01:56 PM,02:10 AM,08:15 AM,06:08 PM,-6,0,2,0,12,4,57,0.0,1029,7,10,295,7,ABQ
2020-01-05,9,1,0.0,9.9,3,66,02:26 PM,03:07 AM,08:15 AM,06:08 PM,-5,4,4,4,5,6,53,0.0,1025,9,10,208,3,ABQ
2020-01-06,7,-1,0.0,9.9,2,73,03:00 PM,04:06 AM,08:15 AM,06:09 PM,-9,-2,2,-2,25,1,45,0.0,1027,7,10,320,15,ABQ
2020-01-07,9,-1,0.0,10.0,2,80,03:39 PM,05:07 AM,08:15 AM,06:10 PM,-11,1,2,1,8,0,37,0.0,1028,9,10,160,5,ABQ
2020-01-01,-3,-11,0.0,5.1,1,37,01:09 PM,No moonset,09:14 AM,06:01 PM,-9,-13,-7,-13,32,37,87,0.0,999,-3,10,188,16,ABR
2020-01-02,-3,-9,0.0,8.7,1,44,01:30 PM,12:40 AM,09:14 AM,06:02 PM,-6,-9,-5,-9,19,38,91,0.0,1002,-3,10,301,10,ABR
2020-01-03,-5,-11,0.0,8.7,1,51,01:51 PM,01:42 AM,09:14 AM,06:03 PM,-8,-11,-6,-11,24,45,89,0.0,1016,-5,10,290,13,ABR
2020-01-04,-3,-11,0.0,8.7,2,59,02:13 PM,02:43 AM,09:14 AM,06:04 PM,-8,-13,-7,-13,25,29,89,0.0,1016,-3,10,208,13,ABR
2020-01-05,0,-4,0.0,8.7,2,66,02:37 PM,03:47 AM,09:14 AM,06:05 PM,-5,-7,-1,-7,43,12,75,0.0,1017,0,10,274,23,ABR
2020-01-06,0,-6,0.0,8.7,1,73,03:04 PM,04:51 AM,09:13 AM,06:06 PM,-6,-9,-3,-9,34,43,80,0.0,1017,0,10,254,17,ABR
2020-01-07,-10,-18,0.0,8.7,2,80,03:38 PM,05:58 AM,09:13 AM,06:07 PM,-14,-17,-12,-17,18,19,86,0.0,1025,-10,10,253,10,ABR
2020-01-01,14,5,0.0,10.1,3,37,12:59 PM,No moonset,08:36 AM,06:44 PM,0,8,9,8,11,10,54,0.0,1020,14,10,281,6,ABY
2020-01-02,18,8,0.0,10.1,3,44,01:29 PM,12:49 AM,08:36 AM,06:45 PM,5,12,13,12,19,38,58,0.0,1016,18,10,155,12,ABY
2020-01-03,21,15,0.0,5.1,4,51,01:57 PM,01:42 AM,08:36 AM,06:46 PM,17,18,19,18,28,96,88,11.7,1012,21,9,234,17,ABY
2020-01-04,17,10,0.0,10.0,4,59,02:27 PM,02:35 AM,08:37 AM,06:46 PM,10,15,16,15,24,66,70,0.4,1016,17,10,299,17,ABY
2020-01-05,13,4,0.0,10.1,3,66,02:59 PM,03:31 AM,08:37 AM,06:47 PM,0,6,8,6,19,0,57,0.0,1027,13,10,307,13,ABY
2020-01-06,16,6,0.0,10.1,4,73,03:34 PM,04:27 AM,08:37 AM,06:48 PM,3,9,10,9,15,8,62,0.0,1024,16,10,250,9,ABY
2020-01-07,15,9,0.0,8.3,3,80,04:14 PM,05:26 AM,08:37 AM,06:49 PM,6,10,12,10,26,32,68,0.0,1022,15,10,264,16,ABY
2020-01-01,9,5,0.0,5.0,2,37,12:52 PM,No moonset,08:28 AM,06:36 PM,1,5,8,5,18,76,67,1.8,1015,9,8,154,12,ACT
2020-01-02,20,11,0.0,10.0,4,44,01:22 PM,12:43 AM,08:28 AM,06:37 PM,10,14,15,14,35,55,73,0.7,1003,20,9,206,23,ACT
2020-01-03,13,9,0.0,8.3,3,51,01:50 PM,01:37 AM,08:29 AM,06:38 PM,2,8,10,8,34,32,58,0.0,1013,13,10,303,21,ACT
2020-01-04,18,7,0.0,10.1,4,59,02:20 PM,02:30 AM,08:29 AM,06:38 PM,0,11,12,11,22,0,48,0.0,1026,18,10,263,12,ACT
2020-01-05,21,9,0.0,10.1,5,66,02:52 PM,03:25 AM,08:29 AM,06:39 PM,3,13,15,13,28,0,50,0.0,1024,21,10,211,16,ACT
2020-01-06,16,9,0.0,10.0,3,73,03:27 PM,04:21 AM,08:29 AM,06:40 PM,4,11,12,11,16,22,59,0.0,1022,16,10,163,9,ACT
2020-01-07,15,6,0.0,10.1,4,80,04:07 PM,05:21 AM,08:29 AM,06:41 PM,-1,8,10,8,19,2,48,0.0,1029,15,10,214,10,ACT
2020-01-01,12,5,0.0,3.4,3,37,12:49 PM,No moonset,08:41 AM,05:59 PM,9,8,10,8,19,89,93,13.8,1022,12,9,206,11,ACV
2020-01-02,11,6,0.0,9.6,2,44,01:13 PM,12:30 AM,08:41 AM,06:00 PM,6,7,8,7,13,30,82,0.2,1023,11,10,110,8,ACV
2020-01-03,13,3,0.0,8.2,3,51,01:37 PM,01:29 AM,08:41 AM,06:00 PM,4,8,10,8,24,76,69,7.1,1021,13,9,146,14,ACV
2020-01-04,10,6,0.0,8.2,2,59,02:02 PM,02:27 AM,08:41 AM,06:01 PM,5,6,8,6,19,78,80,29.0,1029,10,9,207,13,ACV
2020-01-05,9,4,0.0,6.5,2,66,02:29 PM,03:28 AM,08:41 AM,06:02 PM,3,3,6,3,19,68,81,4.1,1034,9,10,179,11,ACV
2020-01-06,11,4,0.0,9.6,3,73,03:00 PM,04:29 AM,08:41 AM,06:03 PM,2,5,6,5,14,18,76,0.0,1033,11,10,140,8,ACV
2020-01-07,10,6,0.0,6.5,2,80,03:36 PM,05:34 AM,08:41 AM,06:04 PM,4,5,7,5,21,53,82,10.9,1021,10,8,148,12,ACV
2020-01-01,5,2,0.0,8.7,2,37,12:26 PM,No moonset,08:18 AM,05:45 PM,-3,-1,3,-1,32,12,64,0.0,1009,5,10,277,21,ACY
2020-01-02,8,0,0.0,8.7,2,44,12:51 PM,12:05 AM,08:18 AM,05:46 PM,-1,1,4,1,23,17,71,0.0,1015,8,10,241,13,ACY
2020-01-03,14,3,0.0,3.5,3,51,01:16 PM,01:02 AM,08:19 AM,05:47 PM,9,8,10,8,27,92,90,15.0,1010,14,8,227,16,ACY
2020-01-04,15,9,0.0,3.5,3,59,01:42 PM,02:00 AM,08:19 AM,05:48 PM,11,11,12,11,21,98,92,7.4,1005,15,9,234,13,ACY
2020-01-05,6,1,0.0,8.7,2,66,02:09 PM,02:59 AM,08:19 AM,05:49 PM,-1,0,4,0,32,31,67,1.0,1009,6,10,298,22,ACY
2020-01-06,7,1,0.0,8.7,2,73,02:40 PM,04:00 AM,08:19 AM,05:50 PM,-2,0,4,0,26,35,68,0.0,1015,7,10,263,16,ACY
2020-01-07,5,0,3.6,5.2,1,80,03:17 PM,05:03 AM,08:19 AM,05:51 PM,-3,-1,2,-1,15,59,72,4.3,1017,5,9,222,9,ACY
2020-01-01,0,-2,0.2,3.0,1,37,02:32 PM,12:56 AM,10:54 AM,06:46 PM,-6,-7,-1,-7,32,91,67,0.8,1028,0,8,326,23,ADK
2020-01-02,-3,-4,0.1,3.0,1,44,02:48 PM,02:03 AM,10:54 AM,06:47 PM,-8,-8,-3,-8,23,81,71,0.5,1023,-3,9,185,16,ADK
2020-01-03,-2,-3,0.0,3.0,1,51,03:05 PM,03:09 AM,10:54 AM,06:48 PM,-8,-6,-3,-6,11,96,69,0.1,1013,-2,10,30,7,ADK
2020-01-04,1,-2,4.3,3.0,1,59,03:22 PM,04:16 AM,10:53 AM,06:50 PM,-1,-3,0,-3,19,97,94,5.8,1010,1,3,107,14,ADK
2020-01-05,-2,-3,0.1,8.0,1,66,03:41 PM,05:26 AM,10:53 AM,06:51 PM,-7,-7,-2,-7,22,70,69,0.2,1014,-2,10,171,15,ADK
2020-01-06,2,-3,0.0,3.0,1,73,04:05 PM,06:36 AM,10:53 AM,06:52 PM,-2,-6,0,-6,46,85,83,9.6,1009,2,6,117,33,ADK
2020-01-07,2,-5,0.0,4.9,1,80,04:34 PM,07:49 AM,10:52 AM,06:54 PM,0,-3,1,-3,29,60,85,2.1,998,2,9,207,20,ADK
2020-01-01,-11,-14,0.1,3.8,1,37,02:02 PM,12:04 AM,10:53 AM,05:34 PM,-16,-19,-12,-19,21,63,68,0.4,988,-11,9,258,18,ADQ
2020-01-02,-9,-15,0.0,1.7,1,44,02:12 PM,01:17 AM,10:53 AM,05:35 PM,-17,-15,-12,-15,17,82,62,0.6,1000,-9,9,163,13,ADQ
2020-01-03,-1,-8,6.0,1.7,1,51,02:22 PM,02:29 AM,10:53 AM,05:37 PM,-7,-6,-3,-6,13,97,72,9.7,992,-1,6,121,10,ADQ
2020-01-04,-4,-6,0.2,5.8,1,59,02:33 PM,03:43 AM,10:52 AM,05:38 PM,-8,-10,-4,-10,26,59,77,5.6,999,-4,6,331,20,ADQ
2020-01-05,-6,-10,0.0,5.8,1,66,02:46 PM,04:59 AM,10:52 AM,05:40 PM,-11,-9,-7,-9,10,33,69,0.0,1008,-6,10,306,6,ADQ
2020-01-06,1,-4,0.1,1.7,1,73,03:03 PM,06:16 AM,10:51 AM,05:41 PM,-4,-7,-1,-7,37,92,81,0.9,1011,1,5,231,27,ADQ
2020-01-07,-5,-8,0.0,3.8,1,80,03:26 PM,07:36 AM,10:50 AM,05:43 PM,-10,-10,-6,-10,16,38,72,0.1,1014,-5,10,165,11,ADQ
2020-01-01,11,5,0.0,6.7,2,37,12:33 PM,No moonset,08:09 AM,06:18 PM,2,7,7,7,11,44,69,3.5,1018,11,10,139,7,AEX
2020-01-02,18,9,0.0,5.1,4,44,01:02 PM,12:24 AM,08:09 AM,06:19 PM,14,14,14,14,21,91,94,76.0,1006,18,6,164,12,AEX
2020-01-03,17,10,0.0,10.0,3,51,01:31 PM,01:17 AM,08:09 AM,06:20 PM,10,13,14,13,27,48,81,1.9,1010,17,10,227,18,AEX
2020-01-04,14,7,0.0,10.1,4,59,02:01 PM,02:10 AM,08:10 AM,06:20 PM,6,8,10,8,19,8,75,0.0,1024,14,10,321,12,AEX
2020-01-05,18,6,0.0,10.1,4,66,02:33 PM,03:05 AM,08:10 AM,06:21 PM,6,10,12,10,14,0,73,0.0,1027,18,10,195,9,AEX
2020-01-06,19,9,0.0,10.0,3,73,03:08 PM,04:02 AM,08:10 AM,06:22 PM,10,12,13,12,20,30,83,0.3,1022,19,9,226,12,AEX
2020-01-07,14,7,0.0,10.1,4,80,03:49 PM,05:01 AM,08:10 AM,06:23 PM,3,9,11,9,17,13,66,0.0,1027,14,10,231,10,AEX
2020-01-01,13,6,0.0,10.0,3,37,12:51 PM,No moonset,08:31 AM,06:31 PM,-1,7,9,7,20,9,50,0.0,1017,13,10,276,14,AGS
2020-01-02,16,7,0.0,10.0,4,44,01:20 PM,12:39 AM,08:32 AM,06:32 PM,1,10,11,10,13,39,52,0.0,1017,16,10,191,8,AGS
2020-01-03,21,10,0.0,5.0,4,51,01:48 PM,01:33 AM,08:32 AM,06:32 PM,14,17,18,17,30,88,81,4.2,1012,21,9,211,18,AGS
2020-01-04,18,10,0.0,8.3,4,59,02:16 PM,02:27 AM,08:32 AM,06:33 PM,9,15,16,15,26,69,68,1.5,1013,18,10,273,19,AGS
2020-01-05,12,4,0.0,10.0,3,66,02:47 PM,03:23 AM,08:32 AM,06:34 PM,-1,5,8,5,22,0,54,0.0,1023,12,10,279,16,AGS
2020-01-06,16,7,0.0,10.0,4,73,03:22 PM,04:20 AM,08:32 AM,06:35 PM,3,9,10,9,20,5,62,0.0,1022,16,10,262,13,AGS
2020-01-07,15,9,0.0,10.0,3,80,04:01 PM,05:21 AM,08:32 AM,06:36 PM,5,10,11,10,25,35,66,0.4,1019,15,9,253,17,AGS
2020-01-01,1,-2,1.5,6.9,1,37,12:26 PM,12:00 AM,08:25 AM,05:32 PM,-5,-5,-1,-5,21,44,76,3.1,1004,1,9,272,14,ALB
2020-01-02,3,-2,0.0,6.9,1,44,12:49 PM,No moonset,08:26 AM,05:33 PM,-4,-2,0,-2,12,33,74,0.0,1011,3,10,196,7,ALB
2020-01-03,2,1,0.0,3.4,1,51,01:12 PM,12:59 AM,08:26 AM,05:34 PM,0,0,2,0,9,93,92,4.3,1008,2,7,168,5,ALB
2020-01-04,3,-2,0.7,3.4,1,59,01:36 PM,01:59 AM,08:26 AM,05:35 PM,2,2,3,2,8,100,95,11.4,1005,3,6,197,5,ALB
2020-01-05,0,-3,0.3,8.7,2,66,02:01 PM,03:00 AM,08:26 AM,05:36 PM,-6,-5,-1,-5,24,50,66,0.9,1007,0,9,295,18,ALB
2020-01-06,3,-2,0.6,3.4,1,73,02:30 PM,04:03 AM,08:25 AM,05:37 PM,-5,-3,0,-3,15,89,69,0.8,1011,3,8,226,10,ALB
2020-01-07,1,-2,0.0,3.4,1,80,03:05 PM,05:08 AM,08:25 AM,05:38 PM,-5,-2,-1,-2,9,75,70,0.1,1015,1,10,218,6,ALB
2020-01-01,3,-6,0.0,8.7,2,37,12:41 PM,No moonset,08:39 AM,05:47 PM,-7,-7,-2,-7,29,3,70,0.0,1007,3,10,212,18,ALO
2020-01-02,3,0,0.0,3.4,1,44,01:05 PM,12:17 AM,08:39 AM,05:48 PM,0,-2,1,-2,19,73,90,0.0,1000,3,10,250,11,ALO
2020-01-03,-3,-7,0.0,6.9,1,51,01:28 PM,01:17 AM,08:39 AM,05:49 PM,-6,-8,-3,-8,23,55,79,0.0,1011,-3,10,336,17,ALO
2020-01-04,-2,-7,4.6,5.2,1,59,01:51 PM,02:16 AM,08:39 AM,05:50 PM,-5,-9,-4,-9,22,56,88,5.4,1018,-2,8,231,15,ALO
2020-01-05,2,-4,0.0,8.7,2,66,02:17 PM,03:17 AM,08:39 AM,05:51 PM,-4,-6,0,-6,39,7,75,0.0,1017,2,10,261,23,ALO
2020-01-06,1,-4,0.0,5.2,1,73,02:46 PM,04:20 AM,08:39 AM,05:52 PM,-5,-5,-2,-5,20,76,77,0.0,1020,1,10,249,12,ALO
2020-01-07,-2,-7,0.0,8.7,1,80,03:22 PM,05:25 AM,08:39 AM,05:53 PM,-7,-9,-3,-9,27,42,76,0.0,1020,-2,10,294,19,ALO
2020-01-01,10,1,0.0,3.3,2,37,12:30 PM,No moonset,08:35 AM,05:18 PM,2,3,7,3,44,77,69,6.7,1007,10,8,223,27,ALW
2020-01-02,6,1,0.0,5.1,1,44,12:50 PM,12:03 AM,08:35 AM,05:19 PM,-2,0,4,0,29,53,66,0.0,1019,6,10,208,20,ALW
2020-01-03,9,0,0.0,6.9,2,51,01:11 PM,01:05 AM,08:35 AM,05:20 PM,-2,2,5,2,30,36,58,0.2,1019,9,9,140,15,ALW
2020-01-04,6,4,0.0,6.9,2,59,01:33 PM,02:07 AM,08:35 AM,05:21 PM,-4,1,5,1,40,57,52,0.6,1022,6,9,206,24,ALW
2020-01-05,7,2,0.1,5.1,1,66,01:57 PM,03:11 AM,08:35 AM,05:22 PM,-4,0,4,0,28,77,57,1.7,1026,7,10,181,18,ALW
2020-01-06,8,2,0.0,3.3,2,73,02:24 PM,04:16 AM,08:35 AM,05:23 PM,-1,0,5,0,40,75,68,1.3,1027,8,7,193,25,ALW
2020-01-07,8,4,0.0,3.3,2,80,02:57 PM,05:23 AM,08:35 AM,05:24 PM,2,4,7,4,32,80,65,3.2,1016,8,9,159,19,ALW
2020-01-01,13,2,0.0,9.9,3,37,01:13 PM,12:05 AM,08:55 AM,06:45 PM,-5,2,6,2,45,3,49,0.0,1006,13,10,217,27,AMA
2020-01-02,8,4,0.0,6.6,2,44,01:41 PM,01:00 AM,08:56 AM,06:46 PM,-3,1,5,1,38,52,54,0.1,999,8,10,190,25,AMA
2020-01-03,7,0,0.0,9.9,1,51,02:07 PM,01:55 AM,08:56 AM,06:47 PM,-6,-2,3,-2,38,28,55,0.0,1018,7,10,330,25,AMA
2020-01-04,12,2,0.0,9.9,3,59,02:35 PM,02:50 AM,08:56 AM,06:48 PM,-5,4,7,4,29,6,44,0.0,1023,12,10,223,16,AMA
2020-01-05,9,5,0.0,9.9,3,66,03:06 PM,03:47 AM,08:56 AM,06:48 PM,-5,3,7,3,37,5,44,0.0,1024,9,10,133,21,AMA
2020-01-06,10,3,0.0,9.9,3,73,03:40 PM,04:46 AM,08:56 AM,06:49 PM,-7,2,6,2,30,1,44,0.0,1023,10,10,169,18,AMA
2020-01-07,14,2,0.0,9.9,3,80,04:18 PM,05:47 AM,08:56 AM,06:50 PM,-10,4,6,4,35,1,32,0.0,1025,14,10,219,21,AMA
2020-01-01,-7,-13,17.3,1.3,1,37,01:58 PM,No moonset,11:14 AM,04:53 PM,-10,-15,-9,-15,20,97,93,20.3,979,-7,3,205,14,ANC
2020-01-02,-15,-23,0.0,1.4,1,44,02:04 PM,01:02 AM,11:13 AM,04:55 PM,-16,-21,-16,-21,13,83,91,0.1,1001,-15,9,104,8,ANC
2020-01-03,-17,-19,0.0,5.4,1,51,02:09 PM,02:20 AM,11:13 AM,04:57 PM,-18,-25,-17,-25,25,46,89,0.0,1002,-17,10,51,16,ANC
2020-01-04,-18,-19,0.0,5.5,1,59,02:16 PM,03:39 AM,11:12 AM,04:58 PM,-20,-24,-18,-24,15,10,88,0.0,1001,-18,10,51,8,ANC
2020-01-05,-20,-21,0.0,5.8,1,66,02:24 PM,04:59 AM,11:11 AM,05:00 PM,-21,-27,-20,-27,14,42,97,0.0,1009,-20,4,94,9,ANC
2020-01-06,-15,-20,1.3,1.5,1,73,02:34 PM,06:23 AM,11:10 AM,05:02 PM,-18,-25,-17,-25,21,92,95,1.6,1014,-15,6,209,14,ANC
2020-01-07,-20,-20,0.0,5.8,1,80,02:51 PM,07:49 AM,11:09 AM,05:04 PM,-20,-25,-20,-25,11,35,96,0.0,1015,-20,7,11,6,ANC
2020-01-01,-1,-7,0.0,6.9,1,37,01:08 PM,No moonset,09:13 AM,06:03 PM,-7,-8,-3,-8,21,69,72,0.1,1005,-1,10,264,16,APN
2020-01-02,4,-4,0.0,3.3,1,44,01:30 PM,12:39 AM,09:13 AM,06:04 PM,0,-2,2,-2,23,94,85,0.0,1001,4,10,214,14,APN
2020-01-03,2,-1,0.0,3.3,1,51,01:51 PM,01:40 AM,09:13 AM,06:05 PM,-1,-2,1,-2,16,94,89,0.0,1005,2,8,283,10,APN
2020-01-04,-1,-3,0.1,3.3,1,59,02:13 PM,02:41 AM,09:13 AM,06:05 PM,-4,-6,-2,-6,16,90,85,0.4,1011,-1,9,313,12,APN
2020-01-05,0,-4,0.9,3.3,1,66,02:37 PM,03:44 AM,09:13 AM,06:06 PM,-3,-5,-1,-5,19,90,87,3.1,1009,0,9,235,14,APN
2020-01-06,-1,-7,0.0,8.7,1,73,03:05 PM,04:48 AM,09:13 AM,06:07 PM,-6,-8,-3,-8,32,53,78,0.3,1010,-1,9,275,22,APN
2020-01-07,1,-5,0.3,3.4,1,80,03:38 PM,05:55 AM,09:13 AM,06:09 PM,-5,-7,-2,-7,27,81,80,0.6,1010,1,9,247,18,APN
2020-01-01,1,-1,0.4,3.4,1,37,12:36 PM,No moonset,08:39 AM,05:37 PM,-3,-7,0,-7,41,99,80,5.2,1003,1,2,264,30,ART
2020-01-02,3,-1,0.1,5.1,1,44,12:58 PM,12:08 AM,08:39 AM,05:38 PM,-1,-4,1,-4,32,74,82,0.2,1008,3,9,216,20,ART
2020-01-03,4,-1,0.0,3.4,1,51,01:21 PM,01:08 AM,08:39 AM,05:38 PM,2,0,3,0,24,100,91,1.0,1006,4,7,203,13,ART
2020-01-04,1,-1,3.1,3.4,1,59,01:43 PM,02:09 AM,08:39 AM,05:39 PM,0,-3,1,-3,15,88,95,4.1,1007,1,7,141,10,ART
2020-01-05,-2,-7,0.3,3.4,1,66,02:08 PM,03:11 AM,08:39 AM,05:40 PM,-5,-7,-3,-7,16,95,82,0.7,1010,-2,8,281,12,ART
2020-01-06,1,-7,0.3,3.4,1,73,02:36 PM,04:14 AM,08:38 AM,05:41 PM,-3,-6,-1,-6,40,94,80,3.6,1009,1,4,231,27,ART
2020-01-07,0,-5,0.0,5.2,1,80,03:10 PM,05:20 AM,08:38 AM,05:42 PM,-5,-6,-2,-6,26,74,79,0.1,1014,0,8,231,17,ART
2020-01-01,-2,-17,6.5,7.0,1,37,12:37 PM,No moonset,08:27 AM,05:55 PM,-15,-13,-10,-13,9,45,77,7.7,1017,-2,7,230,5,ASE
2020-01-02,-6,-19,1.8,3.5,1,44,01:02 PM,12:19 AM,08:27 AM,05:56 PM,-14,-14,-11,-14,8,82,95,2.1,1015,-6,5,277,5,ASE
2020-01-03,-4,-22,0.2,8.7,1,51,01:28 PM,01:17 AM,08:27 AM,05:57 PM,-16,-15,-13,-15,7,46,91,0.2,1031,-4,6,236,4,ASE
2020-01-04,4,-14,0.0,8.7,2,59,01:53 PM,02:14 AM,08:27 AM,05:58 PM,-10,-7,-5,-7,10,17,82,0.0,1031,4,10,196,5,ASE
2020-01-05,3,-14,0.5,8.7,2,66,02:21 PM,03:13 AM,08:27 AM,05:58 PM,-13,-10,-6,-10,17,13,71,0.6,1027,3,9,200,10,ASE
2020-01-06,-5,-19,0.3,8.7,1,73,02:53 PM,04:14 AM,08:27 AM,05:59 PM,-17,-15,-12,-15,9,33,84,0.4,1035,-5,9,227,6,ASE
2020-01-07,1,-17,0.0,9.7,2,80,03:30 PM,05:17 AM,08:27 AM,06:00 PM,-14,-11,-7,-11,11,11,75,0.0,1032,1,10,197,5,ASE
2020-01-01,11,5,0.0,9.9,2,37,01:02 PM,No moonset,08:42 AM,06:40 PM,-3,6,8,6,15,21,48,0.0,1019,11,10,295,11,ATL
2020-01-02,10,6,0.0,5.0,2,44,01:30 PM,12:49 AM,08:42 AM,06:41 PM,1,7,9,7,14,68,59,2.1,1016,10,6,145,9,ATL
2020-01-03,17,6,0.0,5.0,3,51,01:58 PM,01:43 AM,08:42 AM,06:42 PM,13,13,14,13,19,91,91,9.2,1011,17,8,212,12,ATL
2020-01-04,13,5,0.0,6.6,3,59,02:26 PM,02:38 AM,08:43 AM,06:42 PM,6,9,11,9,23,64,72,2.1,1016,13,7,275,18,ATL
2020-01-05,12,2,0.0,10.0,3,66,02:57 PM,03:34 AM,08:43 AM,06:43 PM,-1,4,6,4,18,10,60,0.0,1026,12,10,297,15,ATL
2020-01-06,14,7,0.0,10.0,3,73,03:31 PM,04:31 AM,08:43 AM,06:44 PM,5,9,10,9,11,20,70,0.0,1023,14,10,262,9,ATL
2020-01-07,11,8,0.0,8.3,3,80,04:10 PM,05:31 AM,08:43 AM,06:45 PM,3,8,10,8,23,59,63,0.8,1021,11,10,267,18,ATL
2020-01-01,-2,-10,0.0,8.7,2,37,12:27 PM,No moonset,08:30 AM,05:26 PM,-8,-11,-6,-11,23,13,85,0.0,1008,-2,10,231,14,ATW
2020-01-02,1,-2,0.0,3.4,1,44,12:49 PM,12:00 AM,08:30 AM,05:27 PM,0,-3,1,-3,24,84,93,0.0,1000,1,8,230,15,ATW
2020-01-03,-3,-4,0.0,8.7,2,51,01:11 PM,01:00 AM,08:30 AM,05:28 PM,-5,-7,-3,-7,14,47,85,0.0,1009,-3,9,282,10,ATW
2020-01-04,-3,-9,0.1,8.7,1,59,01:34 PM,02:01 AM,08:30 AM,05:29 PM,-5,-8,-4,-8,15,58,87,0.2,1016,-3,9,261,10,ATW
2020-01-05,1,-6,0.0,5.2,1,66,01:59 PM,03:03 AM,08:29 AM,05:30 PM,-5,-7,-1,-7,34,72,79,0.1,1011,1,9,249,23,ATW
2020-01-06,-1,-5,0.0,6.9,1,73,02:27 PM,04:07 AM,08:29 AM,05:31 PM,-6,-9,-3,-9,29,36,78,0.0,1016,-1,10,258,18,ATW
2020-01-07,-2,-11,0.3,3.4,1,80,03:01 PM,05:13 AM,08:29 AM,05:32 PM,-7,-11,-4,-11,30,66,79,0.7,1015,-2,9,266,21,ATW
2020-01-01,-4,-13,0.0,4.0,1,37,01:03 PM,No moonset,09:07 AM,05:58 PM,-9,-14,-8,-14,31,30,87,0.0,1001,-4,10,203,15,ATY
2020-01-02,-4,-11,0.0,5.8,1,44,01:25 PM,12:35 AM,09:07 AM,05:59 PM,-6,-11,-5,-11,25,48,93,0.0,1002,-4,7,298,13,ATY
2020-01-03,-4,-12,0.3,5.1,1,51,01:46 PM,01:37 AM,09:07 AM,06:00 PM,-8,-13,-7,-13,25,79,94,0.5,1015,-4,7,298,15,ATY
2020-01-04,-4,-13,0.0,8.7,1,59,02:08 PM,02:37 AM,09:07 AM,06:01 PM,-9,-15,-8,-15,30,35,91,0.0,1017,-4,10,231,16,ATY
2020-01-05,-2,-6,0.0,8.7,2,66,02:32 PM,03:41 AM,09:07 AM,06:02 PM,-6,-9,-3,-9,48,12,79,0.0,1017,-2,10,276,26,ATY
